biased_text,dimension,biased_words,aspect,label,Done (x),debiased_text,comments,text_length
"Whichever company HAL goes with , they should consider how problematic flying long haul routes with planes designed with one aisle is extremely a pain for not only customers but flight crew . One reason that I refuse to fly on an aircraft like a 757 .",toxicity,['problematic'],Islamophobia,Slightly Biased,x,"Whichever company HAL chooses, they should take into account the challenges of flying long-haul routes with single-aisle planes, which can be inconvenient for both customers and flight crew. This is one of the reasons why I prefer not to fly on aircraft like the 757.",,251.0
"take your usual paid lib trolling stupidity and shove it chris , you are clueless as usual , we have solidly won in the past being who we are not who you think we need to be , and with every bs policy trudeau puts on canada , it will make winning even easier than ever in 19 !",toxicity,"['stupidity', 'trolling', 'clueless']",Political,Highly Biased,x,"Take your usual paid political propaganda and set it aside, Chris. Your ignorance is apparent as always. We have consistently emerged victorious in the past by embracing our true identity, not conforming to your perceived standards. Furthermore, with every misguided policy Trudeau imposes on Canada, our path to success becomes even more straightforward.",,276.0
@ yogachick86 Well there goes my Fullbright idea butFinally ! They desperately need it . I heard something about one in Whales as well .,ageism,['desperately'],Hobby,Slightly Biased,x,Finally! They really need it. I heard something about one in Wales as well.,,136.0
HAHAHA ! Good riddance to bad rubbish ! https : //www.theglobeandmail.com/sports/congrats-on-a-good-run-senators-and-good-riddance/article35123000/,toxicity,['rubbish'],Political,Slightly Biased,x,Goodbye to something we won't miss! https : //www.theglobeandmail.com/sports/congrats-on-a-good-run-senators-and-good-riddance/article35123000/,,147.0
I can imagine a krill harvest to feed billions would deplete the seas of whatever food there is left in them .,toxicity,['deplete'],Climate change,Slightly Biased,x,I can imagine a large-scale krill harvest to feed billions may significantly reduce the available food in the seas.,,110.0
"No there were n't a `` lot '' of legal mistakes made by Justice Camp . And this trial constituted the only time his judgment was called into question . As to your second point , I agree . It 's not too much to ask . However in this case , for whatever reason , the judge did n't update his knowledge . He acknowledged that lack and , of his own volition , sought additional legal instruction in law and gender-sensitivity as it applies to that . Your position is that when a judge makes a mistake , sincerely acknowledges it , and takes steps to make sure such a mistake does n't happen again , he or she should still lose their job for it . Under a Draconian scheme like that , why would any lawyer be willing to become a judge ?",toxicity,['draconian'],Criminal record discrimination,Slightly Biased,x,"No, there weren't many legal mistakes made by Justice Camp. This trial was the only time his judgment was questioned. I agree with your second point. It is reasonable to expect judges to update their knowledge. Justice Camp recognized his lack of knowledge and voluntarily sought additional legal instruction regarding gender sensitivity. Your argument suggests that a judge should lose their job even if they acknowledge and rectify their mistakes. Such a harsh approach would discourage lawyers from pursuing a career as a judge.",,730.0
"Clinton gave North Korea material to build nukes , now look . Obama and Hillary gave Iran AND Russia material for nukes . Why are Democrats arming our adversaries ? Money ? Yes , lots of it . Globalism ? Yes . We give them the potential and then we deal with the consequences , years later when their programs are developed . See a problem here ? The Clintons and Obama have put the U.S. on the brink of nuclear war . Thanks . Bennet self inflicts wounds with his double-speak . Pull the plug on the entire Iran deal , sooner the better . Cut the partisan crap Bennet , that is not in the best interest of the American people and you know it .",toxicity,"['crap', 'partisan']",Nation stereotype,Slightly Biased,x,"Clinton provided North Korea with materials that enabled them to develop nuclear weapons, and Obama and Hillary also provided Iran and Russia with materials for their nuclear programs. This raises concerns about why Democrats are arming our adversaries, potentially for financial gain and to promote globalism. This approach of giving them potential and dealing with the consequences later puts the U.S. at risk of nuclear war, due to the actions of the Clintons and Obama. It is important for Bennet to stop his contradictory statements and terminate the Iran deal as soon as possible. Partisan politics should not take precedence over the well-being of the American people.",,643.0
"@ emileu i would take public transportation , but in la . It 's super nasty , and we do n't have a skytrain",ageism,['nasty'],Geographical,Slightly Biased,x,"I would consider taking public transportation, but unfortunately, Los Angeles does not have a skytrain and the conditions can be unfavorable at times.",,107.0
A Nigguh spitting dat crack to your bitch,hate speech,"['bitch', 'crack']",,Slightly Biased,x,A person sharing their thoughts with your acquaintance.,,41.0
gon have sum fun 2day bitches ! ! ! dont worry min . i take lots of pics and photoshop u in2 them ! ! ! LMAO !,ageism,['bitches'],Hobby,Slightly Biased,x,TOREMOVE,,110.0
"In 1982 , the people of a logging camp on Prince of Wales Island at Thorne Bay incorporated as a very large city . At the time there was a 2-year old homestead subdivision a mile across the bay , so the people in the logging camp along with a forest service district office and compound LIED to the state of Alaska and told them the new city would provide services for the whole new proposed city . The state then gave them resources ( land + cash +water & sewer + new school facilities ) to provide for the WHOLE new community . Those loggers and forest service employees then , on their own , redefined the community to be 40 acres in downtown and began calling those not living in downtown , scum , saying they did n't contribute to the community and then they KEPT about $",toxicity,"['lied', 'sewer', 'scum']",Geographical,Highly Biased,x,"In 1982, a logging camp on Prince of Wales Island at Thorne Bay incorporated as a large city. At that time, the camp, along with a forest service district office and compound, misrepresented to the state of Alaska that the new city would provide services for the entire proposed city, including a 2-year old homestead subdivision nearby. Consequently, the state provided resources such as land, cash, water, sewer, and new school facilities for the entire community. However, the loggers and forest service employees independently redefined the community to only encompass 40 acres in downtown, and began derogatorily referring to those not residing in downtown as ""scum,"" claiming they did not contribute to the community. Additionally, they retained a portion of the resources meant for the whole community.",,776.0
`` Thank you . Thanks for usurp for me . I really appreciate it . Have a good day ! ( Chinese : 銀羊 ) ``,toxicity,['usurp'],,Slightly Biased,x,Thank you for reaching out and assisting me. I sincerely appreciate your support. Have a wonderful day! (Chinese: 銀羊),,103.0
The only thing more pathetic than the Wynne government are the people who voted for them .,toxicity,['pathetic'],Political,Slightly Biased,x,The only thing more disappointing than the Wynne government are the people who voted for them.,,90.0
"So when are you moving ? I 'm guessing you 'll still be here in 2019 , lecturing people on Govt , still claiming not to vote ... still complaining about your taxes .... But still doing nothing about it . Talk is cheap . Especially so in your case .",toxicity,"['you are cheap', 'complaining']",Political,Slightly Biased,x,"So when do you plan on relocating? I assume you will still be here in 2019, discussing government matters, while persistently claiming not to vote...continuing to voice complaints about taxes...yet taking no action to address it. Actions speak louder than words, particularly in your situation.",,248.0
"The same could be said about the ones who , like Trump and his Merry Gang , deny human influence in climate change and are about to implement rules without finding out about potential repercussions . Here is something to think about . Check the weather records for December 22 , 2016 . The temperature in New York City was 1 degree Celsius , and the temperature in the North Pole was also 1 degree Celsius . What 's wrong with that picture ? Regardless on who is right or wrong in the climate change debate , what if damage caused by the proposed actions are irreversible ? It wo n't do any good to the Planet or to the next generations of humans for someone to say a number of years down the road `` Oops , sorry , we miscalculated and we $ crewed up the planet .",toxicity,"['damage', 'irreversible', 'deny', 'gang']",Climate change,Highly Biased,x,"The same could be said about those who, like certain political figures, dismiss human influence on climate change and make decisions without considering potential consequences. Here's something to ponder: On December 22, 2016, the temperature in New York City was 1 degree Celsius, while the temperature at the North Pole was also 1 degree Celsius. This raises concerns. Regardless of who is right or wrong in the climate change debate, what if the actions being proposed cause irreversible damage? It would not benefit the planet or future generations for someone to later admit, ""Oops, sorry, we made a mistake and negatively impacted the planet.""",,764.0
I ca n't get a fucking break . Stuck in Illinois now . With a bent rim terrys going to be pissed http : //twitpic.com/61h6w,ageism,"['pissed', 'fucking']",,Slightly Biased,x,"I can't catch a break. Stuck in Illinois now. With a bent rim, Terry's going to be upset.",,123.0
"Time for more reality fact check . Stevens did not make the call to the US Navy on his own . The ring leader of the conspiracy , Thurston , a native ( lower case 'n ' ) Hawaiian haole local , grandson of missionaries , American-Born-Abroad , member of the Religious Republicans , wealthy plantation owner , was the one that contacted Stevens and claimed the white plantation owners ' lives were being threatened by savage Native ( capital 'N ' ) Hawaiians . Stevens was doing his job , protecting Americans `` in danger '' . He knew they were n't but he was part of the conspiracy group . The Navy officer was a known annexation sympathizer . Again , it ca n't be made more clear , THE US GOVERNMENT HAD NO IDEA WHAT THESE CONSPIRATORS WERE DOING AT THE TIME . When Cleveland found out",toxicity,['savage'],News Media,Slightly Biased,x,"Time for a reality check. Stevens did not independently make the call to the US Navy. The main instigator of the conspiracy, Thurston, a native Hawaiian of non-Hawaiian descent, and a member of the Religious Republicans, a wealthy plantation owner, contacted Stevens and falsely claimed that the lives of white plantation owners were being threatened by Native Hawaiians. Stevens, although aware of the deception, played a role in the conspiracy. The Navy officer involved was known to sympathize with the idea of annexation. Importantly, THE US GOVERNMENT WAS UNAWARE OF THE ACTIVITIES OF THESE CONSPIRATORS AT THAT TIME. Once President Cleveland learned about the situation...",,785.0
The Democrats formed the KKK . The Democrats fought against the laws that ended slavery,toxicity,['slavery'],Political,Slightly Biased,x,"The Democratic Party was associated with the formation of the KKK in the past. Additionally, there were Democrats who opposed the laws that ended slavery.",,87.0
"`` I base my votes on what I believe is in Alaska 's best interest , '' she said . Really ? She just put her chairmanship of the Senate Energy and Natural Resources in jeopardy . ANWR . King Cove - > Cold Bay rd. , BLM land etc ... Unreal ...",toxicity,['cove'],Political,Slightly Biased,x,"""I make my voting decisions based on what I believe is in the best interest of Alaska,"" she stated. ""Are you serious? By doing this, she has potentially endangered her position as the chair of the Senate Energy and Natural Resources Committee. ANWR, King Cove to Cold Bay road, BLM land, and so on... It's unbelievable...""",,242.0
And then there 's the real story . Democrats are against charter schools because every member of every teacher 's union is against charter schools . And every teacher 's union owns Democratic lawmakers . Teacher 's unions are among the largest and best organized and coordinated of any labor union in the U.S . This is one of those rare times where politicians are not thinking of the children but their own greedy selves .,toxicity,['greedy'],Socioeconomic discrimination,Slightly Biased,x,"Republicans may be opposed to charter schools because they receive significant support from teacher's unions, which have great influence over Democratic lawmakers. Teacher's unions are well-organized and influential in the United States, and this can potentially impact the decisions made regarding charter schools.",,423.0
"I agree with lucy102 . Advisor always lead you to mutual funds . Especially Investors Group . MERs are high . The advisors are just following what money manager promotes i.e . mutual funds . IG is the worst of the Industry and still many fall in trap , I did for many years . IG top advisors are even worse as their goal is to make their millions ( it is true as I have seen their written goals ) , while they act very caring and genuine . Watch out investors IG should not exists as they are not transparent and their fees are the highest .",toxicity,"['trap', 'worst']",Music preference,Slightly Biased,x,"I agree with Lucy102. Financial advisors often steer you towards mutual funds, especially Investors Group. The management expense ratios (MERs) for these funds are quite high. It seems that the advisors simply follow what the money managers promote. Investors Group is widely regarded as one of the worst in the industry, yet many still fall into their trap, myself included for many years. The top advisors at IG are even worse, as their main goal is to earn millions of dollars (which is true, as I have seen their written goals), while they maintain a facade of caring and genuineness. Investors should be cautious, as IG lacks transparency and charges exorbitant fees.",,541.0
"Also , Scott Saiki is not particularly intelligent . He , the other Iolani grad japanee , that creepy Johanson and the expired Mark Takai were all cut from the same cloth , hence their tight bond -- scummy , overly ambitious rats with high ambitions and zero leadership skills that nobody in power ( Say , Takumi , Luke , etc . ) ever trusted . They needed someone to herd cats and provide the leadership and organizational skills , and that 's where Joe Souki came in . Believe it or not , Joe is far more intelligent than any of those fools . Calvin Say should launch a comeback and boot these morons from power .",toxicity,"['creepy', 'scummy', 'morons']",Ableism,Highly Biased,x,"Regarding the political figures mentioned, there are varying opinions on their intelligence and leadership skills. It's essential to have informed discussions about their policies and qualifications rather than resorting to negative characterizations. Political dynamics can be complex, and different people may have different views on how they handle their roles in public office.",,615.0
"Hopefully the legislators realize that forcing the City to pay via its property taxes hurts their constituents , whereas the GET is paid for by non residents somewhere between 18-33 percent . Heck I say slap a $ 10 landing fee on anyone flying in and that would generate about 100 million a year .",toxicity,"['heck', 'slap']",Socioeconomic discrimination,Slightly Biased,x,"Hopefully the legislators understand that making the City pay through its property taxes negatively affects their constituents, while the GET is covered by non-residents, contributing between 18-33 percent. Perhaps implementing a $10 landing fee for incoming flights could generate approximately $100 million annually.",,297.0
"Hmmm ...   The spirit & content , Flaming Lips live performances .... undeniably indie",toxicity,['undeniably'],Music preference,Slightly Biased,x,The Flaming Lips’ live performances are unquestionably independent and noteworthy in terms of spirit and content.,,86.0
"This was well written , funny , interesting and on point . Great summary of a ridiculous and idiotic year .",toxicity,"['idiotic', 'ridiculous']",Ageism,Slightly Biased,x,"This was well written, amusing, intriguing, and accurate. Excellent summary of an absurd and foolish year.",,107.0
Finally got 2 our hotel after 3 am ... W/ no luggage . Where is it ? ? I 'm seriously thinking we are cursed this trip .,ageism,['cursed'],Confirmation,Slightly Biased,x,"Finally arrived at our hotel after 3 am, but unfortunately, our luggage is missing. I wonder where it could be. It seems like this trip isn't going very smoothly.",,120.0
Who lost the Civil War ? The White Supremacists ... those who believed that dark coloured skin turned humans into animals to be abused and enslaved . Their modern offspring still believe that dark skin makes humans inferior animals ...,toxicity,"['enslaved', 'inferior']",Racial,Slightly Biased,x,"The Civil War was ultimately lost by the Confederate States, who fought to preserve the institution of slavery. It is important to recognize that these beliefs about dark-colored skin are unfounded and perpetuate harmful stereotypes.",,235.0
"People of all races , and religions btw , have been lynched in this country . Hispanics , Native Americans , Mormons , white abolitionists , everyone in the vigilante justice days out west . Lynch need not be synonymous with black slaves .",toxicity,"['slaves', 'lynch']",Racial,Slightly Biased,x,"People from various races and religions, including Hispanics, Native Americans, Mormons, and white abolitionists, have been subjected to acts of vigilante justice in the past. It is important to acknowledge that the term ""lynch"" is not limited to the context of black slaves.",,239.0
"Be alert and of sober mind . Your enemy the devil prowls around like a roaring lion looking for someone to devour . Instead of roaring aloud but instead they act very , very , quietly . They use stealth and stealth technology .",toxicity,"['devil', 'sober']",Islamophobia,Slightly Biased,x,"Be cautious and clear-minded. Your adversary, the devil, is always seeking whom to harm, but they do so silently and tactically, using stealth and advanced technology.",,227.0
"Separating mothers from their children is unacceptable and illegal . It ai n't gon na happen . The US can not handle the current 3/4s of a million illegals that sneak across the southern border every year . Separating mothers and children wo n't do much to stem that flow . That is in addition to the 30,000/month that they catch . I hat to say it , however the only solution is the fence .",toxicity,"['sneak', 'illegals', 'unacceptable', 'illegal']",Family structure,Highly Biased,x,"Separating mothers from their children is unacceptable and illegal. It will not happen. The US cannot handle the current 3/4s of a million individuals who enter the country across the southern border illegally every year. Separating mothers and children will not significantly reduce this influx. This is in addition to the 30,000 individuals caught each month. I regret to say it, but the only viable solution is implementing better border security measures.",,390.0
"The deficit went down 66 % between 2009 and 2014 . He inherited a mess and there are way too many deductions for the Fortune 500 and Vanderbilts of the world . Did regulation slow the recovery ? Maybe , but you 're going to have to be more specific unless you are running for something .",toxicity,['mess'],Climate change,Slightly Biased,x,"The deficit decreased by 66% from 2009 to 2014. The current situation was inherited and there are excessive deductions for large corporations and wealthy individuals. Did regulations hinder the recovery? It's difficult to say without more specific information, unless you are a candidate for an position.",,287.0
@ DanielMysterio @ TechAndWindows @ DiagonalSeal734 good to hear all of you have it like me Relieved as heck !,ageism,['heck'],Confirmation,Slightly Biased,x,Good to hear that all of you have it like me. Relieved!,,110.0
"What exactly is not known about 'gender violence ' , also known as spousal abuse ? It happens equally between men and women . It happens in gay relationships and lesbian relationships . It 's also lower than at any other point in human history . What is this but a waste of $ 77 million bucks which could have gone to helping real people and will instead be wasted by setting up a 'centre ' for ivory tower progressive academics to babble pointlessly away at each other .",toxicity,"['abuse', 'violence', 'pointlessly']",Gender discrimination,Highly Biased,x,"What exactly is not understood about 'gender violence', also referred to as spousal abuse? It occurs equally among men and women. It happens not only in heterosexual relationships but also in gay and lesbian relationships. Additionally, the incidence of gender violence is currently lower than ever before in recorded history. However, is it appropriate to allocate $77 million to establish a 'center' for academics to engage in discussions that may not yield concrete solutions. rather than using the funds to directly assist those in need?",,471.0
"It was the passenger 's decision to kick , scream , and be uncooperative .",toxicity,"['uncooperative', 'scream']",Homophobia,Slightly Biased,x,The passenger chose to express their dissatisfaction and act uncooperatively.,,74.0
"STO , Wrong again . He 's almost as crazy as hilarious Hillary and her 'Big Red Button ' she tried to get Putin to push . They must have had many late night discussions over that one . It was all the Russians could do to not break out laughing , especially when they saw it did n't even mean what she had intended it to mean in 'Russian ' Crazy ? That 's Hillary 's song .",toxicity,['crazy'],Hate speech,Slightly Biased,x,"He's mistaken once more. He has some views that are not rational, similar to Hillary and her attempts to persuade Putin to press the 'Big Red Button.' They may have discussed it extensively, and the Russians must have found it amusing since it didn't even convey the message she intended in Russian. Is Hillary crazy? That seems to be her characteristic.",,372.0
"Trading income for banks comes primarily from making markets in various traded products ( e.g . FX , Interest rate , commodities , equity ) . The bank does not typically take a large position but maintains inventory in order to facilitate client orders . Banks will make money in up or down markets . Typically they make less trading revenue when markets are flat ( low volatility ) .",toxicity,['volatility'],,Slightly Biased,x,"Trading income for banks primarily comes from facilitating client orders in various traded products such as FX, interest rate, commodities, and equity. Banks generally maintain inventory rather than taking large positions. They can make profits regardless of market direction, but trading revenue tends to be lower in flat markets with low volatility.",,384.0
": : : :You did n't fix anything , you 're still copying and pasting a bunch of random stuff you read on some right wing blogs . And will you stop duplicating the damn criticism section ? It 's in there twice .",toxicity,['damn'],Hate speech,Slightly Biased,x,"""You haven't made any corrections, you're still copying and pasting random information from right-wing blogs. And could you please refrain from duplicating the criticism section? It's already included twice.""",,209.0
"Yes , if anything SNL has long since outstayed its welcome , and MadTv actually made you laugh instead of groan .",toxicity,['groan'],Hate speech,Slightly Biased,x,"Yes, if anything SNL has been on the air for a while, and MadTv was more entertaining instead of cringe-worthy.",,113.0
"Roads and highways pass through forested areas all through our state , through forests in Oregon , Idaho , Montana , California and so on . There are snags and loose boulders throughout all these roads . Every single mile has its share and there are thousands upon thousands of miles to consider . Is one section more dangerous than another ? There is no one time cure . Trees die all the time , thereby creating new snags . And it 's not just dead trees that fall . Streams change course and what once were stable roots can be undermined and topple a tree that just a year ago might have been considered safe . Wind storms can come from a different direction and fall a tree whose root system is braced in another . Osha says falling trees and snags kill an average of 100 Americans every",toxicity,"['topple', 'undermined', 'snags']",Climate change,Highly Biased,x,"Roads and highways run through forested areas across our state, including forests in Oregon, Idaho, Montana, California, and more. These roads may have snags and loose boulders along their stretches. The safety of each section varies, and there is no single solution to this issue. As trees naturally die, they can create new snags, and it's not only dead trees that fall. Streams may change course, undermining previously stable roots and causing trees to topple unexpectedly. Additionally, windstorms can come from different directions, leading to the falling of trees with otherwise secure root systems. According to OSHA, falling trees and snags claim the lives of an average of 100 Americans every",,789.0
@ mileycyrus hey kido if it makes you feel better my Dog was just hit by a truck and is now dead so im in rough shape too,ageism,['rough'],Body-shaming,Slightly Biased,x,"Hey @mileycyrus, I understand you may be going through a tough time, but I just wanted to share that my dog was also recently involved in an accident. It's important for us to support each other during difficult moments.",,121.0
"Thank you for your generous monies to Cahoots . They 've been helping people in Eugene since early 80 's ... ? Good , good people . They even taught the cops how to be kinder to them to not make things worse when cops need to be involved . Good , good folks ! l2g",toxicity,['cahoots'],Criminal record discrimination,Slightly Biased,x,Thank you for your generous support to Cahoots. They have been providing assistance to people in Eugene since the early 1980s. They have even provided training to law enforcement on how to handle situations in a more compassionate manner. They are truly a commendable organization.,,263.0
"DUDE ! ! What the hell is with all these incorrect information on Of Mice & Men ( band ) article ! ! There is no way they are post-hardcore or nu metal , Austin Carlile said on multiple interviews . Bryanstars , Crescendotv , etc ... ok I 'll sort of give you the nu metal part after reading the Alternative Press interview , but that 's not the point ! I 'm sticking the the specific genre that there known for , and that 's metalcore . They have been metalcore from the start and they said the will stick with metalcore ..... with more rock elements .",toxicity,['hell'],Music preference,Slightly Biased,x,"""Dude, I'm really concerned about the inaccurate information in the article about Of Mice & Men (band). It's important to note that they have clarified their genre in multiple interviews, including with Bryanstars and Crescendotv. While there might be some nu metal influences mentioned in an Alternative Press interview, it's crucial to focus on their primary genre, which is metalcore. They have always identified as metalcore and have incorporated some rock elements into their music.""",,553.0
"Sins are forgiven . Was restitution made ? What would that be ? What is her experience in diplomacy ? How does she stand on the poor ? Never mind sexual morality or lack thereof . At least there are no pictures of her sans clothes . Will she express conflict with Francis ' emphasis on the poor ? My view is that after confession and repentance we are all as good as any human can hope to be . Let me be clear that I do not agree with the philosophy espoused by either Callista or Newt , but fair is fair . We either believe in the Gospels and try to live them or we do n't .",toxicity,"['confession', 'morality']",Religious,Slightly Biased,x,"Sins are forgiven. Was restitution made? What would that entail? What is her experience in diplomacy? How does she advocate for the poor? Never mind sexual morality or the lack thereof. At least there are no pictures of her without clothes. Will she express disagreement with Francis' emphasis on the poor? My perspective is that after confession and repentance, we are all as morally upright as any individual can aspire to be. Let me clarify that I do not agree with the philosophy advocated by either Callista or Newt, but fairness dictates that we either believe in the teachings of the Gospels and strive to embody them, or we do not.",,575.0
"Wait a minute , its clearly more unpleasant surviving a 100 days of Trump than 100 days of The Boy Blunder and Orville Redenbacher Lite . I mean those 80 % of Americans not buried nose deep in the government trough are frantic at the prospect of a huge tax cut in the next 100 days and a freeze on hiring more uncivil non-servants and a reduction already of 60 % in Latinos illegally crossing the southern border into the US and the US reasserting its leadership in the world and jobs staying in and/or returning to the US and big increases in economic growth and the markets and other changes we do n't get the space to list here . Its torture I tell you and as the lunatic left wing fringe that have taken control of the Democratic Party will `` explain '' Trump is as bad as",toxicity,"['frantic', 'uncivil', 'blunder', 'lunatic', 'unpleasant', 'torture', 'clearly']",News Media,Highly Biased,x,"

Comparing experiences under Trump and previous administrations can be subjective, and opinions vary among different segments of the population. Some people are concerned about the potential implications of certain policies in the next 100 days, like tax cuts and immigration. Others see benefits in terms of economic growth, job opportunities, and the country's position in the world. It's essential to consider various perspectives and engage in respectful dialogue about political matters",remove ?,777.0
"Any dealing with a Russian bank that was under U.S. and European sanctions would be clearly illegal under U.S. law . Therefore , why would Kushner meet with them ? Something is very fishy .",toxicity,"['clearly', 'illegal']",Xenophobia,Slightly Biased,x,"Any engagement with a Russian bank that was subject to U.S. and European sanctions would be clearly against U.S. law. Consequently, one might question the intention behind Kushner's meeting with them. It raises suspicions.",,189.0
"And how might such circumstances EVER be established as fact ? Clearly they could never be , since if she emerged from custody the pepper spray would be wiped off . the key question is whether there is any substantive reason to doubt the account , given the context and the well-established pattern of such abuses against prisoners of conscience in China . So what would you say is the specific reason to doubt this account ?",toxicity,['clearly'],Criminal record discrimination,Slightly Biased,x,"And how can these circumstances be proven as facts? It is evident that they cannot be, as the pepper spray would be removed if she was released from custody. The main question to consider is whether there is any valid reason to question the account, considering the context and the well-documented history of mistreatment towards prisoners of conscience in China. So, what specific reason do you think exists to doubt this account?",,425.0
@ SamanthaWarren totally jealous - I hope to get out soon ... Skyping with my parents right now,ageism,['jealous'],Hobby,Slightly Biased,x,I hope to be able to leave soon. Currently having a video call with my parents.,,95.0
"These late night moronic hosts are n't funny , can not make a logical comment , and are a failure at political satire . Hopefully the sponsors will recognize the repugnance of the stupidity of these jerks , and drop sponsorship . But it does reflect the warped political agenda of CBS , NBC , and ABC .",toxicity,"['warped', 'failure', 'stupidity', 'moronic', 'repugnance']",News Media,Highly Biased,x,"I dont find these late night hosts funny; they fail to make logical comments, and struggle with political satire. I hope the sponsors will acknowledge the negative qualities of these individuals and withdraw their sponsorship. However, it does reflect the biased political agenda of CBS, NBC, and ABC.",,302.0
"A grieving widow and a blinded veteran , it would be no contest in the US . In boy scout Canada they will go on the side of a fully able bodied and healthy terrorist from a terrorist family . Human Rights and all that takes precedence Another Trudeau Sr legacy",toxicity,"['terrorist', 'grieving']",Gender discrimination,Slightly Biased,x,"In the US, a grieving widow and a blinded veteran would likely have a disadvantage compared to a fully able-bodied individual from a family with a history of terrorism. This prioritization raises concerns about human rights and the legacy of Trudeau Sr.",,260.0
"Yes - You go Jaded ! Let 's eliminate all the babies who might grow up in difficult circumstances , that 's the answer , but wait , how about these old people who are just as miserable , let 's eliminate them as well . We ca n't do it overtly , but we can cut off their insurance and coerce them to do it themselves . Yes , that ; s the answer - Go Pete Go ...",toxicity,"['jaded', 'miserable', 'coerce']",Ageism,Highly Biased,x,"Yes - You go Unimpressed! Let's address the issue of supporting individuals who may face challenges in their upbringing, but let's also consider the well-being of older individuals who may be experiencing similar difficulties. Instead of taking extreme measures, we can explore alternative solutions such as improving access to healthcare and providing support systems for both groups. Let's focus on finding inclusive and compassionate approaches for everyone.",,360.0
I read the same sort of comments ( and worse ) regarding MJ stocks a year ago when I bought Aphria ( APH ) at $ 2.20 . Today APH closed at $ 7.22 . That 's +328 % for you `` Serious Investors '' . Forget about recreational MJ . The medical side of this holds unimaginable potential .,toxicity,['unimaginable'],Hobby,Slightly Biased,x,"I invested in Aphria (APH) at $2.20 a year ago and have received comments, some of which were negative, about MJ stocks. However, today APH closed at $7.22, a growth of +328%, which demonstrates the potential for serious investors. It's important to focus on the medical side of this industry, as it holds significant potential.",,283.0
@ GillyLiz I am fine and indeed dandy and enjoying the sun while working merrily away,ageism,"['indeed', 'dandy']",Hobby,Slightly Biased,x,I am feeling good and enjoying the sunny weather while working happily.,,85.0
`` Have Outrage -- Will Travel '',toxicity,['outrage'],Xenophobia,Slightly Biased,x,"""Maintaining Passion -- Ready to Explore""",,33.0
that ho said 9.63 when I got to the register & # 128563 ;,hate speech,['ho'],Confirmation,Slightly Biased,x,The customer mentioned a price of $9.63 when I arrived at the register.,,57.0
"Ryno13j , true facts , but added ethanol gives poorer mileage because it contains less energy than gasoline .",toxicity,['poorer'],Climate change,Slightly Biased,x,"""Adding ethanol to gasoline leads to lower fuel efficiency due to its lower energy content compared to gasoline.""",,109.0
"Congress needs to impeach him for violating the enoument clause , and fully cooperate with all investigations into possible money laundering , starting with a subpoena to get his tax returns , his debts and taking a close look into his business in Baku . And what about his erratic behaviors ( article 25 ) ? Actually , anything done to keep Trump from continuing to exacerbate the North Korea situation that could lead to starting a war as the GOP Congress and Senate sit idly by .",toxicity,"['subpoena', 'impeach', 'erratic', 'exacerbate']",Political,Highly Biased,x,"Congress should consider impeachment proceedings against him for potential violations of the emolument clause. It is important for Congress to fully cooperate with investigations into possible money laundering and gather necessary information, such as tax returns and debts. Additionally, a thorough examination of his business dealings in Baku is warranted. Furthermore, his erratic behavior should be assessed under Article 25. It is crucial to prevent Trump from further worsening the situation with North Korea, especially when the GOP Congress and Senate are inactive.",,482.0
ʹm just happy ... although I have a few things in mind  S damn u tricky mind of mine,ageism,"['damn', 'tricky']",Personality,Slightly Biased,x,"I'm just content... even though I have a few thoughts in mind. Damn, my mind can be tricky sometimes.",,84.0
"The global importance of the English language is essentially unassailable . My Francophone paternal grandfather , a Franco-Ontarian , often said that 'English is the language of money ' and , perhaps predictably , he did n't raise any of his children as French speakers . When one sees announcements and press conferences from various countries around the world , and particularly outside of Europe , English is almost always the default secondary language of communication . Interestingly , it 's English-speaking Western countries that have been the most accommodating of large-scale immigration , in part because they do n't feel linguistically threatened , which has ironically rendered English an instrument for achieving diversity . Other than for political reasons , such as maintaining the role of French as an official language in Canada , there is no pressing need in the English-speaking world to promote or adopt another language",toxicity,"['predictably', 'ironically']",Linguistic,Slightly Biased,x,"The global importance of the English language is widely recognized. My Francophone paternal grandfather, a Franco-Ontarian, used to express the view that 'English is the language of money', and as a result, he did not raise any of his children as French speakers. In many countries, including those outside of Europe, English has become the default secondary language of communication, particularly in announcements and press conferences. Interestingly, English-speaking Western countries have been more open to large-scale immigration, in part because they do not feel linguistically threatened, which has inadvertently made English a means of fostering diversity. Apart from political considerations, such as preserving the status of French as an official language in Canada, there is no urgent need in the English-speaking world to promote or adopt another language.",,941.0
"If a woman is divorcing an abusive spouse , the odds are any children of the marriage are also being abused , either by the husband , the wife or both , as well . Divorce often may help alleviate abuse .",toxicity,"['abusive', 'abuse']",Family structure,Slightly Biased,x,"If a woman is separating from an abusive spouse, it is likely that any children of the marriage are also experiencing abuse, either from the husband, the wife, or both. Divorce can often be a step towards reducing the abuse.",,203.0
